Country,Year,Gender_Female,Gender_Male,Gender_Total,Age_Under18,Age_Over18,Age_Total,VALUE
Panama,2019-01-01,0,0,1,0,0,1,8
Romania,2019-01-01,0,0,1,0,0,1,353
El Salvador,2019-01-01,0,0,1,0,0,1,21
Serbia,2019-01-01,0,0,1,0,0,1,8
Slovakia,2019-01-01,0,0,1,0,0,1,93
Slovenia,2019-01-01,0,0,1,0,0,1,11
Albania,2020-01-01,0,0,1,0,0,1,5
Austria,2020-01-01,0,0,1,0,0,1,3
Azerbaijan,2020-01-01,0,0,1,0,0,1,5
Bahamas,2020-01-01,0,0,1,0,0,1,1
Bolivia (Plurinational State of),2020-01-01,0,0,1,0,0,1,25
Canada,2020-01-01,0,0,1,0,0,1,3510
Switzerland,2020-01-01,0,0,1,0,0,1,6
Chile,2020-01-01,0,0,1,0,0,1,313
Colombia,2020-01-01,0,0,1,0,0,1,248
Costa Rica,2020-01-01,0,0,1,0,0,1,7
Cyprus,2020-01-01,0,0,1,0,0,1,2
Czechia,2020-01-01,0,0,1,0,0,1,11
Germany,2020-01-01,0,0,1,0,0,1,4565
Dominican Republic,2020-01-01,0,0,1,0,0,1,102
Spain,2020-01-01,0,0,1,0,0,1,76
Finland,2020-01-01,0,0,1,0,0,1,3
United Kingdom (England and Wales),2020-01-01,0,0,1,0,0,1,5765
United Kingdom (Northern Ireland),2020-01-01,0,0,1,0,0,1,82
United Kingdom (Scotland),2020-01-01,0,0,1,0,0,1,247
Greece,2020-01-01,0,0,1,0,0,1,73
Grenada,2020-01-01,0,0,1,0,0,1,0
Guatemala,2020-01-01,0,0,1,0,0,1,174
Guyana,2020-01-01,0,0,1,0,0,1,0
Honduras,2020-01-01,0,0,1,0,0,1,3
Croatia,2020-01-01,0,0,1,0,0,1,1
Hungary,2020-01-01,0,0,1,0,0,1,11
Ireland,2020-01-01,0,0,1,0,0,1,106
Italy,2020-01-01,0,0,1,0,0,1,117
Saint Kitts and Nevis,2020-01-01,0,0,1,0,0,1,1
Lithuania,2020-01-01,0,0,1,0,0,1,1
Latvia,2020-01-01,0,0,1,0,0,1,12
"China, Macao Special Administrative Region",2020-01-01,0,0,1,0,0,1,1
Morocco,2020-01-01,0,0,1,0,0,1,183
Mexico,2020-01-01,0,0,1,0,0,1,1022
Myanmar,2020-01-01,0,0,1,0,0,1,13
Mongolia,2020-01-01,0,0,1,0,0,1,2
Netherlands (Kingdom of the),2020-01-01,0,0,1,0,0,1,520
New Zealand,2020-01-01,0,0,1,0,0,1,411
Panama,2020-01-01,0,0,1,0,0,1,2
Romania,2020-01-01,0,0,1,0,0,1,286
El Salvador,2020-01-01,0,0,1,0,0,1,9
Serbia,2020-01-01,0,0,1,0,0,1,4
Slovakia,2020-01-01,0,0,1,0,0,1,52
Slovenia,2020-01-01,0,0,1,0,0,1,3
Albania,2021-01-01,0,0,1,0,0,1,4
Austria,2021-01-01,0,0,1,0,0,1,3
Azerbaijan,2021-01-01,0,0,1,0,0,1,9
Bahamas,2021-01-01,0,0,1,0,0,1,7
Bolivia (Plurinational State of),2021-01-01,0,0,1,0,0,1,24
Barbados,2021-01-01,0,0,1,0,0,1,4
Canada,2021-01-01,0,0,1,0,0,1,3592
Switzerland,2021-01-01,0,0,1,0,0,1,5
Chile,2021-01-01,0,0,1,0,0,1,353
Colombia,2021-01-01,0,0,1,0,0,1,317
Costa Rica,2021-01-01,0,0,1,0,0,1,14
Cyprus,2021-01-01,0,0,1,0,0,1,3
Czechia,2021-01-01,0,0,1,0,0,1,2
Germany,2021-01-01,0,0,1,0,0,1,5062
Spain,2021-01-01,0,0,1,0,0,1,97
Finland,2021-01-01,0,0,1,0,0,1,2
United Kingdom (England and Wales),2021-01-01,0,0,1,0,0,1,5705
United Kingdom (Northern Ireland),2021-01-01,0,0,1,0,0,1,116
United Kingdom (Scotland),2021-01-01,0,0,1,0,0,1,260
Greece,2021-01-01,0,0,1,0,0,1,62
Grenada,2021-01-01,0,0,1,0,0,1,0
Guatemala,2021-01-01,0,0,1,0,0,1,141
Guyana,2021-01-01,0,0,1,0,0,1,0
Honduras,2021-01-01,0,0,1,0,0,1,34
Croatia,2021-01-01,0,0,1,0,0,1,3
Hungary,2021-01-01,0,0,1,0,0,1,4
Ireland,2021-01-01,0,0,1,0,0,1,100
Italy,2021-01-01,0,0,1,0,0,1,118
Saint Kitts and Nevis,2021-01-01,0,0,1,0,0,1,2
Lithuania,2021-01-01,0,0,1,0,0,1,1
Latvia,2021-01-01,0,0,1,0,0,1,6
"China, Macao Special Administrative Region",2021-01-01,0,0,1,0,0,1,0
Morocco,2021-01-01,0,0,1,0,0,1,537
Mexico,2021-01-01,0,0,1,0,0,1,788
Mongolia,2021-01-01,0,0,1,0,0,1,2
Netherlands (Kingdom of the),2021-01-01,0,0,1,0,0,1,455
New Zealand,2021-01-01,0,0,1,0,0,1,408
Panama,2021-01-01,0,0,1,0,0,1,7
Romania,2021-01-01,0,0,1,0,0,1,343
El Salvador,2021-01-01,0,0,1,0,0,1,10
Serbia,2021-01-01,0,0,1,0,0,1,14
Slovakia,2021-01-01,0,0,1,0,0,1,55
Slovenia,2021-01-01,0,0,1,0,0,1,4
Albania,2022-01-01,0,0,1,0,0,1,4
Austria,2022-01-01,0,0,1,0,0,1,9
Bahamas,2022-01-01,0,0,1,0,0,1,7
Bolivia (Plurinational State of),2022-01-01,0,0,1,0,0,1,27
Barbados,2022-01-01,0,0,1,0,0,1,6
Canada,2022-01-01,0,0,1,0,0,1,3727
Switzerland,2022-01-01,0,0,1,0,0,1,4
Chile,2022-01-01,0,0,1,0,0,1,644
Colombia,2022-01-01,0,0,1,0,0,1,494
Costa Rica,2022-01-01,0,0,1,0,0,1,22
Cyprus,2022-01-01,0,0,1,0,0,1,6
Czechia,2022-01-01,0,0,1,0,0,1,2
Germany,2022-01-01,0,0,1,0,0,1,4891
Spain,2022-01-01,0,0,1,0,0,1,97
Finland,2022-01-01,0,0,1,0,0,1,2
United Kingdom (England and Wales),2022-01-01,0,0,1,0,0,1,6905
United Kingdom (Northern Ireland),2022-01-01,0,0,1,0,0,1,158
United Kingdom (Scotland),2022-01-01,0,0,1,0,0,1,270
Greece,2022-01-01,0,0,1,0,0,1,98
Grenada,2022-01-01,0,0,1,0,0,1,0
Guyana,2022-01-01,0,0,1,0,0,1,0
Honduras,2022-01-01,0,0,1,0,0,1,28
Croatia,2022-01-01,0,0,1,0,0,1,0
Hungary,2022-01-01,0,0,1,0,0,1,7
Ireland,2022-01-01,0,0,1,0,0,1,91
Italy,2022-01-01,0,0,1,0,0,1,144
Saint Kitts and Nevis,2022-01-01,0,0,1,0,0,1,2
Lithuania,2022-01-01,0,0,1,0,0,1,0
Latvia,2022-01-01,0,0,1,0,0,1,11
"China, Macao Special Administrative Region",2022-01-01,0,0,1,0,0,1,0
Morocco,2022-01-01,0,0,1,0,0,1,638
Mexico,2022-01-01,0,0,1,0,0,1,643
Myanmar,2022-01-01,0,0,1,0,0,1,13
Panama,2022-01-01,0,0,1,0,0,1,11
Romania,2022-01-01,0,0,1,0,0,1,406
El Salvador,2022-01-01,0,0,1,0,0,1,3
Serbia,2022-01-01,0,0,1,0,0,1,11
Slovakia,2022-01-01,0,0,1,0,0,1,46
Slovenia,2022-01-01,0,0,1,0,0,1,1
Belgium,2003-01-01,0,0,1,0,0,1,5565
Canada,2003-01-01,0,0,1,0,0,1,26128
Czechia,2003-01-01,0,0,1,0,0,1,1898
Germany,2003-01-01,0,0,1,0,0,1,54632
Finland,2003-01-01,0,0,1,0,0,1,1581
France,2003-01-01,0,0,1,0,0,1,25802
United Kingdom (England and Wales),2003-01-01,0,0,1,0,0,1,48732
United Kingdom (Northern Ireland),2003-01-01,0,0,1,0,0,1,1461
Greece,2003-01-01,0,0,1,0,0,1,899
Croatia,2003-01-01,0,0,1,0,0,1,549
Hungary,2003-01-01,0,0,1,0,0,1,560
Italy,2003-01-01,0,0,1,0,0,1,2744
Lithuania,2003-01-01,0,0,1,0,0,1,415
Latvia,2003-01-01,0,0,1,0,0,1,305
Morocco,2003-01-01,0,0,1,0,0,1,827
Norway,2003-01-01,0,0,1,0,0,1,1996
Slovenia,2003-01-01,0,0,1,0,0,1,145
Sweden,2003-01-01,0,0,1,0,0,1,10142
Austria,2004-01-01,0,0,1,0,0,1,2004
Barbados,2004-01-01,0,0,1,0,0,1,204
Canada,2004-01-01,0,0,1,0,0,1,25698
Colombia,2004-01-01,0,0,1,0,0,1,4350
Cyprus,2004-01-01,0,0,1,0,0,1,137
Czechia,2004-01-01,0,0,1,0,0,1,1909
Germany,2004-01-01,0,0,1,0,0,1,57306
Finland,2004-01-01,0,0,1,0,0,1,1765
France,2004-01-01,0,0,1,0,0,1,26238
United Kingdom (England and Wales),2004-01-01,0,0,1,0,0,1,47542
United Kingdom (Northern Ireland),2004-01-01,0,0,1,0,0,1,1262
United Kingdom (Scotland),2004-01-01,0,0,1,0,0,1,7324
Greece,2004-01-01,0,0,1,0,0,1,626
Guatemala,2004-01-01,0,0,1,0,0,1,363
Croatia,2004-01-01,0,0,1,0,0,1,485
Hungary,2004-01-01,0,0,1,0,0,1,772
Ireland,2004-01-01,0,0,1,0,0,1,1752
Italy,2004-01-01,0,0,1,0,0,1,3734
Lithuania,2004-01-01,0,0,1,0,0,1,444
Latvia,2004-01-01,0,0,1,0,0,1,648
Morocco,2004-01-01,0,0,1,0,0,1,594
Mexico,2004-01-01,0,0,1,0,0,1,28815
Norway,2004-01-01,0,0,1,0,0,1,1952
Slovenia,2004-01-01,0,0,1,0,0,1,369
Sweden,2004-01-01,0,0,1,0,0,1,10419
Albania,2005-01-01,0,0,1,0,0,1,89
Austria,2005-01-01,0,0,1,0,0,1,1674
Belgium,2005-01-01,0,0,1,0,0,1,6047
Bahamas,2005-01-01,0,0,1,0,0,1,439
Bolivia (Plurinational State of),2005-01-01,0,0,1,0,0,1,1725
Barbados,2005-01-01,0,0,1,0,0,1,192
Canada,2005-01-01,0,0,1,0,0,1,26348
Colombia,2005-01-01,0,0,1,0,0,1,4592
Cyprus,2005-01-01,0,0,1,0,0,1,112
Czechia,2005-01-01,0,0,1,0,0,1,1849
Germany,2005-01-01,0,0,1,0,0,1,55203
Finland,2005-01-01,0,0,1,0,0,1,1919
France,2005-01-01,0,0,1,0,0,1,23868
United Kingdom (England and Wales),2005-01-01,0,0,1,0,0,1,47163
United Kingdom (Northern Ireland),2005-01-01,0,0,1,0,0,1,1410
United Kingdom (Scotland),2005-01-01,0,0,1,0,0,1,6558
Greece,2005-01-01,0,0,1,0,0,1,633
Grenada,2005-01-01,0,0,1,0,0,1,151
Guatemala,2005-01-01,0,0,1,0,0,1,314
Guyana,2005-01-01,0,0,1,0,0,1,239
Croatia,2005-01-01,0,0,1,0,0,1,622
Hungary,2005-01-01,0,0,1,0,0,1,858
Ireland,2005-01-01,0,0,1,0,0,1,1801
Italy,2005-01-01,0,0,1,0,0,1,4020
Lithuania,2005-01-01,0,0,1,0,0,1,558
Latvia,2005-01-01,0,0,1,0,0,1,721
Morocco,2005-01-01,0,0,1,0,0,1,929
Mexico,2005-01-01,0,0,1,0,0,1,28622
Mongolia,2005-01-01,0,0,1,0,0,1,338
Netherlands (Kingdom of the),2005-01-01,0,0,1,0,0,1,7285
Norway,2005-01-01,0,0,1,0,0,1,1960
New Zealand,2005-01-01,0,0,1,0,0,1,2465
Panama,2005-01-01,0,0,1,0,0,1,783
Serbia,2005-01-01,0,0,1,0,0,1,532
Slovenia,2005-01-01,0,0,1,0,0,1,311
Sweden,2005-01-01,0,0,1,0,0,1,11711
Albania,2006-01-01,0,0,1,0,0,1,87
Austria,2006-01-01,0,0,1,0,0,1,1738
Belgium,2006-01-01,0,0,1,0,0,1,6492
Bahamas,2006-01-01,0,0,1,0,0,1,507
Bolivia (Plurinational State of),2006-01-01,0,0,1,0,0,1,1931
Barbados,2006-01-01,0,0,1,0,0,1,200
Canada,2006-01-01,0,0,1,0,0,1,25242
Chile,2006-01-01,0,0,1,0,0,1,10133
Colombia,2006-01-01,0,0,1,0,0,1,6811
Costa Rica,2006-01-01,0,0,1,0,0,1,4982
Cyprus,2006-01-01,0,0,1,0,0,1,101
Czechia,2006-01-01,0,0,1,0,0,1,1615
Germany,2006-01-01,0,0,1,0,0,1,52231
Finland,2006-01-01,0,0,1,0,0,1,2728
France,2006-01-01,0,0,1,0,0,1,22864
United Kingdom (England and Wales),2006-01-01,0,0,1,0,0,1,43738
United Kingdom (Northern Ireland),2006-01-01,0,0,1,0,0,1,1496
United Kingdom (Scotland),2006-01-01,0,0,1,0,0,1,6726
Greece,2006-01-01,0,0,1,0,0,1,695
Grenada,2006-01-01,0,0,1,0,0,1,98
Guatemala,2006-01-01,0,0,1,0,0,1,289
Guyana,2006-01-01,0,0,1,0,0,1,229
Croatia,2006-01-01,0,0,1,0,0,1,610
Hungary,2006-01-01,0,0,1,0,0,1,653
Ireland,2006-01-01,0,0,1,0,0,1,1415
Italy,2006-01-01,0,0,1,0,0,1,4513
Lithuania,2006-01-01,0,0,1,0,0,1,521
Latvia,2006-01-01,0,0,1,0,0,1,328
Morocco,2006-01-01,0,0,1,0,0,1,2243
Mexico,2006-01-01,0,0,1,0,0,1,30906
Mongolia,2006-01-01,0,0,1,0,0,1,323
Netherlands (Kingdom of the),2006-01-01,0,0,1,0,0,1,7140
Norway,2006-01-01,0,0,1,0,0,1,2176
New Zealand,2006-01-01,0,0,1,0,0,1,2823
Panama,2006-01-01,0,0,1,0,0,1,817
Serbia,2006-01-01,0,0,1,0,0,1,457
Slovakia,2006-01-01,0,0,1,0,0,1,283
Slovenia,2006-01-01,0,0,1,0,0,1,286
Sweden,2006-01-01,0,0,1,0,0,1,12147
Albania,2007-01-01,0,0,1,0,0,1,101
Austria,2007-01-01,0,0,1,0,0,1,1793
Azerbaijan,2007-01-01,0,0,1,0,0,1,214
Belgium,2007-01-01,0,0,1,0,0,1,6559
Bahamas,2007-01-01,0,0,1,0,0,1,590
Bolivia (Plurinational State of),2007-01-01,0,0,1,0,0,1,2397
Barbados,2007-01-01,0,0,1,0,0,1,200
Canada,2007-01-01,0,0,1,0,0,1,24512
Chile,2007-01-01,0,0,1,0,0,1,10477
Colombia,2007-01-01,0,0,1,0,0,1,7139
Costa Rica,2007-01-01,0,0,1,0,0,1,5333
Cyprus,2007-01-01,0,0,1,0,0,1,128
Czechia,2007-01-01,0,0,1,0,0,1,1689
Germany,2007-01-01,0,0,1,0,0,1,56281
Spain,2007-01-01,0,0,1,0,0,1,10348
Finland,2007-01-01,0,0,1,0,0,1,2326
France,2007-01-01,0,0,1,0,0,1,23247
United Kingdom (England and Wales),2007-01-01,0,0,1,0,0,1,41521
United Kingdom (Northern Ireland),2007-01-01,0,0,1,0,0,1,1448
United Kingdom (Scotland),2007-01-01,0,0,1,0,0,1,6552
Greece,2007-01-01,0,0,1,0,0,1,555
Grenada,2007-01-01,0,0,1,0,0,1,153
Guatemala,2007-01-01,0,0,1,0,0,1,318
Guyana,2007-01-01,0,0,1,0,0,1,138
Croatia,2007-01-01,0,0,1,0,0,1,681
Hungary,2007-01-01,0,0,1,0,0,1,643
Ireland,2007-01-01,0,0,1,0,0,1,1366
Italy,2007-01-01,0,0,1,0,0,1,4897
Lithuania,2007-01-01,0,0,1,0,0,1,405
Latvia,2007-01-01,0,0,1,0,0,1,460
Morocco,2007-01-01,0,0,1,0,0,1,2531
Mexico,2007-01-01,0,0,1,0,0,1,33102
Mongolia,2007-01-01,0,0,1,0,0,1,366
Netherlands (Kingdom of the),2007-01-01,0,0,1,0,0,1,6520
Norway,2007-01-01,0,0,1,0,0,1,2235
New Zealand,2007-01-01,0,0,1,0,0,1,2788
Panama,2007-01-01,0,0,1,0,0,1,877
Poland,2007-01-01,0,0,1,0,0,1,3709
Romania,2007-01-01,0,0,1,0,0,1,1565
Serbia,2007-01-01,0,0,1,0,0,1,419
Slovakia,2007-01-01,0,0,1,0,0,1,293
Slovenia,2007-01-01,0,0,1,0,0,1,363
Sweden,2007-01-01,0,0,1,0,0,1,12563
Albania,2008-01-01,0,0,1,0,0,1,76
Austria,2008-01-01,0,0,1,0,0,1,2934
Azerbaijan,2008-01-01,0,0,1,0,0,1,223
Belgium,2008-01-01,0,0,1,0,0,1,6586
Bahamas,2008-01-01,0,0,1,0,0,1,557
Bolivia (Plurinational State of),2008-01-01,0,0,1,0,0,1,2571
Barbados,2008-01-01,0,0,1,0,0,1,171
Canada,2008-01-01,0,0,1,0,0,1,25022
Chile,2008-01-01,0,0,1,0,0,1,12746
Colombia,2008-01-01,0,0,1,0,0,1,6826
Costa Rica,2008-01-01,0,0,1,0,0,1,5643
Cyprus,2008-01-01,0,0,1,0,0,1,97
Czechia,2008-01-01,0,0,1,0,0,1,1680
Germany,2008-01-01,0,0,1,0,0,1,56784
Spain,2008-01-01,0,0,1,0,0,1,11558
Finland,2008-01-01,0,0,1,0,0,1,2906
France,2008-01-01,0,0,1,0,0,1,24031
United Kingdom (England and Wales),2008-01-01,0,0,1,0,0,1,40923
United Kingdom (Northern Ireland),2008-01-01,0,0,1,0,0,1,1579
United Kingdom (Scotland),2008-01-01,0,0,1,0,0,1,6331
Greece,2008-01-01,0,0,1,0,0,1,682
Grenada,2008-01-01,0,0,1,0,0,1,169
Guatemala,2008-01-01,0,0,1,0,0,1,385
Guyana,2008-01-01,0,0,1,0,0,1,134
Croatia,2008-01-01,0,0,1,0,0,1,761
Hungary,2008-01-01,0,0,1,0,0,1,2527
Ireland,2008-01-01,0,0,1,0,0,1,1406
Italy,2008-01-01,0,0,1,0,0,1,4893
Lithuania,2008-01-01,0,0,1,0,0,1,408
Latvia,2008-01-01,0,0,1,0,0,1,416
"China, Macao Special Administrative Region",2008-01-01,0,0,1,0,0,1,43
Morocco,2008-01-01,0,0,1,0,0,1,2559
Mexico,2008-01-01,0,0,1,0,0,1,32862
Mongolia,2008-01-01,0,0,1,0,0,1,373
Netherlands (Kingdom of the),2008-01-01,0,0,1,0,0,1,10495
Norway,2008-01-01,0,0,1,0,0,1,2296
New Zealand,2008-01-01,0,0,1,0,0,1,2732
Panama,2008-01-01,0,0,1,0,0,1,732
Poland,2008-01-01,0,0,1,0,0,1,3294
Romania,2008-01-01,0,0,1,0,0,1,1566
Serbia,2008-01-01,0,0,1,0,0,1,436
Slovakia,2008-01-01,0,0,1,0,0,1,252
Slovenia,2008-01-01,0,0,1,0,0,1,276
Sweden,2008-01-01,0,0,1,0,0,1,14678
Albania,2009-01-01,0,0,1,0,0,1,83
Austria,2009-01-01,0,0,1,0,0,1,2568
Azerbaijan,2009-01-01,0,0,1,0,0,1,267
Belgium,2009-01-01,0,0,1,0,0,1,6771
Bahamas,2009-01-01,0,0,1,0,0,1,589
Bolivia (Plurinational State of),2009-01-01,0,0,1,0,0,1,2956
Barbados,2009-01-01,0,0,1,0,0,1,174
Canada,2009-01-01,0,0,1,0,0,1,24821
Switzerland,2009-01-01,0,0,1,0,0,1,6648
Chile,2009-01-01,0,0,1,0,0,1,13178
Colombia,2009-01-01,0,0,1,0,0,1,7742
Costa Rica,2009-01-01,0,0,1,0,0,1,6502
Cyprus,2009-01-01,0,0,1,0,0,1,78
Czechia,2009-01-01,0,0,1,0,0,1,1730
Germany,2009-01-01,0,0,1,0,0,1,49084
Spain,2009-01-01,0,0,1,0,0,1,10684
Finland,2009-01-01,0,0,1,0,0,1,2205
France,2009-01-01,0,0,1,0,0,1,23253
United Kingdom (England and Wales),2009-01-01,0,0,1,0,0,1,43698
United Kingdom (Northern Ireland),2009-01-01,0,0,1,0,0,1,1501
United Kingdom (Scotland),2009-01-01,0,0,1,0,0,1,6527
Greece,2009-01-01,0,0,1,0,0,1,924
Grenada,2009-01-01,0,0,1,0,0,1,159
Guatemala,2009-01-01,0,0,1,0,0,1,401
Guyana,2009-01-01,0,0,1,0,0,1,105
Croatia,2009-01-01,0,0,1,0,0,1,658
Hungary,2009-01-01,0,0,1,0,0,1,1462
Ireland,2009-01-01,0,0,1,0,0,1,1480
Italy,2009-01-01,0,0,1,0,0,1,4963
Saint Kitts and Nevis,2009-01-01,0,0,1,0,0,1,56
Lithuania,2009-01-01,0,0,1,0,0,1,397
Latvia,2009-01-01,0,0,1,0,0,1,315
"China, Macao Special Administrative Region",2009-01-01,0,0,1,0,0,1,46
Morocco,2009-01-01,0,0,1,0,0,1,3252
Mexico,2009-01-01,0,0,1,0,0,1,33815
Myanmar,2009-01-01,0,0,1,0,0,1,227
Mongolia,2009-01-01,0,0,1,0,0,1,347
Netherlands (Kingdom of the),2009-01-01,0,0,1,0,0,1,10245
Norway,2009-01-01,0,0,1,0,0,1,2410
New Zealand,2009-01-01,0,0,1,0,0,1,2826
Panama,2009-01-01,0,0,1,0,0,1,830
Poland,2009-01-01,0,0,1,0,0,1,3187
Romania,2009-01-01,0,0,1,0,0,1,1605
El Salvador,2009-01-01,0,0,1,0,0,1,1917
Serbia,2009-01-01,0,0,1,0,0,1,455
Slovakia,2009-01-01,0,0,1,0,0,1,626
Slovenia,2009-01-01,0,0,1,0,0,1,345
Sweden,2009-01-01,0,0,1,0,0,1,16038
Albania,2010-01-01,0,0,1,0,0,1,79
Austria,2010-01-01,0,0,1,0,0,1,3300
Azerbaijan,2010-01-01,0,0,1,0,0,1,204
Belgium,2010-01-01,0,0,1,0,0,1,7093
Bahamas,2010-01-01,0,0,1,0,0,1,309
Bolivia (Plurinational State of),2010-01-01,0,0,1,0,0,1,3944
Barbados,2010-01-01,0,0,1,0,0,1,169
Canada,2010-01-01,0,0,1,0,0,1,26896
Switzerland,2010-01-01,0,0,1,0,0,1,2492
Chile,2010-01-01,0,0,1,0,0,1,13009
Colombia,2010-01-01,0,0,1,0,0,1,6807
Costa Rica,2010-01-01,0,0,1,0,0,1,6511
Cyprus,2010-01-01,0,0,1,0,0,1,79
Czechia,2010-01-01,0,0,1,0,0,1,1337
Germany,2010-01-01,0,0,1,0,0,1,36566
Spain,2010-01-01,0,0,1,0,0,1,9958
Finland,2010-01-01,0,0,1,0,0,1,2417
France,2010-01-01,0,0,1,0,0,1,22963
United Kingdom (England and Wales),2010-01-01,0,0,1,0,0,1,45363
United Kingdom (Northern Ireland),2010-01-01,0,0,1,0,0,1,1894
United Kingdom (Scotland),2010-01-01,0,0,1,0,0,1,6120
Greece,2010-01-01,0,0,1,0,0,1,511
Grenada,2010-01-01,0,0,1,0,0,1,111
Guatemala,2010-01-01,0,0,1,0,0,1,496
Guyana,2010-01-01,0,0,1,0,0,1,147
Croatia,2010-01-01,0,0,1,0,0,1,397
Hungary,2010-01-01,0,0,1,0,0,1,1292
Ireland,2010-01-01,0,0,1,0,0,1,2366
Italy,2010-01-01,0,0,1,0,0,1,4813
Saint Kitts and Nevis,2010-01-01,0,0,1,0,0,1,62
Lithuania,2010-01-01,0,0,1,0,0,1,514
Latvia,2010-01-01,0,0,1,0,0,1,231
"China, Macao Special Administrative Region",2010-01-01,0,0,1,0,0,1,45
Mexico,2010-01-01,0,0,1,0,0,1,34113
Myanmar,2010-01-01,0,0,1,0,0,1,246
Mongolia,2010-01-01,0,0,1,0,0,1,362
Netherlands (Kingdom of the),2010-01-01,0,0,1,0,0,1,9610
Norway,2010-01-01,0,0,1,0,0,1,2448
New Zealand,2010-01-01,0,0,1,0,0,1,2913
Panama,2010-01-01,0,0,1,0,0,1,1008
Poland,2010-01-01,0,0,1,0,0,1,3099
Romania,2010-01-01,0,0,1,0,0,1,1486
El Salvador,2010-01-01,0,0,1,0,0,1,2231
Serbia,2010-01-01,0,0,1,0,0,1,493
Slovakia,2010-01-01,0,0,1,0,0,1,562
Slovenia,2010-01-01,0,0,1,0,0,1,375
Sweden,2010-01-01,0,0,1,0,0,1,14125
Albania,2011-01-01,0,0,1,0,0,1,44
Austria,2011-01-01,0,0,1,0,0,1,3769
Azerbaijan,2011-01-01,0,0,1,0,0,1,172
Belgium,2011-01-01,0,0,1,0,0,1,7272
Bahamas,2011-01-01,0,0,1,0,0,1,238
Bolivia (Plurinational State of),2011-01-01,0,0,1,0,0,1,3537
Barbados,2011-01-01,0,0,1,0,0,1,184
Canada,2011-01-01,0,0,1,0,0,1,26638
Switzerland,2011-01-01,0,0,1,0,0,1,2816
Chile,2011-01-01,0,0,1,0,0,1,15681
Colombia,2011-01-01,0,0,1,0,0,1,8171
Costa Rica,2011-01-01,0,0,1,0,0,1,6503
Cyprus,2011-01-01,0,0,1,0,0,1,77
Czechia,2011-01-01,0,0,1,0,0,1,1456
Germany,2011-01-01,0,0,1,0,0,1,36354
Spain,2011-01-01,0,0,1,0,0,1,9892
Finland,2011-01-01,0,0,1,0,0,1,3252
France,2011-01-01,0,0,1,0,0,1,23871
United Kingdom (England and Wales),2011-01-01,0,0,1,0,0,1,44580
United Kingdom (Northern Ireland),2011-01-01,0,0,1,0,0,1,1866
United Kingdom (Scotland),2011-01-01,0,0,1,0,0,1,6794
Greece,2011-01-01,0,0,1,0,0,1,435
Grenada,2011-01-01,0,0,1,0,0,1,126
Guatemala,2011-01-01,0,0,1,0,0,1,569
Guyana,2011-01-01,0,0,1,0,0,1,297
Honduras,2011-01-01,0,0,1,0,0,1,3580
Croatia,2011-01-01,0,0,1,0,0,1,378
Hungary,2011-01-01,0,0,1,0,0,1,809
Ireland,2011-01-01,0,0,1,0,0,1,2014
Italy,2011-01-01,0,0,1,0,0,1,4617
Saint Kitts and Nevis,2011-01-01,0,0,1,0,0,1,64
Lithuania,2011-01-01,0,0,1,0,0,1,529
Latvia,2011-01-01,0,0,1,0,0,1,198
"China, Macao Special Administrative Region",2011-01-01,0,0,1,0,0,1,48
Mexico,2011-01-01,0,0,1,0,0,1,34027
Myanmar,2011-01-01,0,0,1,0,0,1,285
Mongolia,2011-01-01,0,0,1,0,0,1,388
Netherlands (Kingdom of the),2011-01-01,0,0,1,0,0,1,9195
Norway,2011-01-01,0,0,1,0,0,1,2661
New Zealand,2011-01-01,0,0,1,0,0,1,3347
Panama,2011-01-01,0,0,1,0,0,1,2063
Poland,2011-01-01,0,0,1,0,0,1,3030
Romania,2011-01-01,0,0,1,0,0,1,1325
El Salvador,2011-01-01,0,0,1,0,0,1,2740
Serbia,2011-01-01,0,0,1,0,0,1,432
Slovakia,2011-01-01,0,0,1,0,0,1,776
Slovenia,2011-01-01,0,0,1,0,0,1,312
Sweden,2011-01-01,0,0,1,0,0,1,14679
Albania,2012-01-01,0,0,1,0,0,1,44
Austria,2012-01-01,0,0,1,0,0,1,3855
Azerbaijan,2012-01-01,0,0,1,0,0,1,180
Belgium,2012-01-01,0,0,1,0,0,1,7093
Bahamas,2012-01-01,0,0,1,0,0,1,299
Bolivia (Plurinational State of),2012-01-01,0,0,1,0,0,1,4824
Barbados,2012-01-01,0,0,1,0,0,1,165
Canada,2012-01-01,0,0,1,0,0,1,26842
Switzerland,2012-01-01,0,0,1,0,0,1,2581
Chile,2012-01-01,0,0,1,0,0,1,16510
Colombia,2012-01-01,0,0,1,0,0,1,11400
Costa Rica,2012-01-01,0,0,1,0,0,1,6250
Cyprus,2012-01-01,0,0,1,0,0,1,69
Czechia,2012-01-01,0,0,1,0,0,1,1410
Germany,2012-01-01,0,0,1,0,0,1,36277
Dominican Republic,2012-01-01,0,0,1,0,0,1,53
Spain,2012-01-01,0,0,1,0,0,1,9008
Finland,2012-01-01,0,0,1,0,0,1,3511
France,2012-01-01,0,0,1,0,0,1,26783
United Kingdom (England and Wales),2012-01-01,0,0,1,0,0,1,46118
United Kingdom (Northern Ireland),2012-01-01,0,0,1,0,0,1,1884
United Kingdom (Scotland),2012-01-01,0,0,1,0,0,1,7159
Greece,2012-01-01,0,0,1,0,0,1,486
Grenada,2012-01-01,0,0,1,0,0,1,211
