Country,Year,Gender_Female,Gender_Male,Gender_Total,Age_Under18,Age_Over18,Age_Total,VALUE
Iceland,2014-01-01,0,1,0,0,1,0,0
Jamaica,2014-01-01,0,1,0,0,1,0,149
Japan,2014-01-01,0,1,0,0,1,0,22
Kenya,2014-01-01,0,1,0,0,1,0,195
Sri Lanka,2014-01-01,0,1,0,0,1,0,171
Lithuania,2014-01-01,0,1,0,0,1,0,31
Mongolia,2014-01-01,0,1,0,0,1,0,38
Netherlands (Kingdom of the),2014-01-01,0,1,0,0,1,0,357
Norway,2014-01-01,0,1,0,0,1,0,7
Serbia,2014-01-01,0,1,0,0,1,0,8
Slovenia,2014-01-01,0,1,0,0,1,0,2
Türkiye,2014-01-01,0,1,0,0,1,0,1698
United States of America,2014-01-01,0,1,0,0,1,0,2038
Armenia,2015-01-01,0,1,0,0,1,0,7
Antigua and Barbuda,2015-01-01,0,1,0,0,1,0,1
Australia,2015-01-01,0,1,0,0,1,0,40
Austria,2015-01-01,0,1,0,0,1,0,6
Belgium,2015-01-01,0,1,0,0,1,0,19
Belize,2015-01-01,0,1,0,0,1,0,9
Bolivia (Plurinational State of),2015-01-01,0,1,0,0,1,0,19
Bhutan,2015-01-01,0,1,0,0,1,0,1
Canada,2015-01-01,0,1,0,0,1,0,117
Switzerland,2015-01-01,0,1,0,0,1,0,3
Colombia,2015-01-01,0,1,0,0,1,0,2270
Czechia,2015-01-01,0,1,0,0,1,0,5
Germany,2015-01-01,0,1,0,0,1,0,67
Dominica,2015-01-01,0,1,0,0,1,0,0
Denmark,2015-01-01,0,1,0,0,1,0,10
Finland,2015-01-01,0,1,0,0,1,0,9
France,2015-01-01,0,1,0,0,1,0,115
United Kingdom (England and Wales),2015-01-01,0,1,0,0,1,0,76
United Kingdom (Scotland),2015-01-01,0,1,0,0,1,0,13
Honduras,2015-01-01,0,1,0,0,1,0,343
Iceland,2015-01-01,0,1,0,0,1,0,0
Italy,2015-01-01,0,1,0,0,1,0,160
Jamaica,2015-01-01,0,1,0,0,1,0,219
Japan,2015-01-01,0,1,0,0,1,0,18
Kenya,2015-01-01,0,1,0,0,1,0,184
Sri Lanka,2015-01-01,0,1,0,0,1,0,172
Lithuania,2015-01-01,0,1,0,0,1,0,31
Mongolia,2015-01-01,0,1,0,0,1,0,50
Netherlands (Kingdom of the),2015-01-01,0,1,0,0,1,0,259
Norway,2015-01-01,0,1,0,0,1,0,3
Singapore,2015-01-01,0,1,0,0,1,0,3
Serbia,2015-01-01,0,1,0,0,1,0,15
Slovenia,2015-01-01,0,1,0,0,1,0,3
Türkiye,2015-01-01,0,1,0,0,1,0,1730
Uruguay,2015-01-01,0,1,0,0,1,0,47
United States of America,2015-01-01,0,1,0,0,1,0,2180
Armenia,2016-01-01,0,1,0,0,1,0,11
Antigua and Barbuda,2016-01-01,0,1,0,0,1,0,1
Australia,2016-01-01,0,1,0,0,1,0,39
Austria,2016-01-01,0,1,0,0,1,0,8
Azerbaijan,2016-01-01,0,1,0,0,1,0,34
Belgium,2016-01-01,0,1,0,0,1,0,14
Belize,2016-01-01,0,1,0,0,1,0,15
Bolivia (Plurinational State of),2016-01-01,0,1,0,0,1,0,10
Bhutan,2016-01-01,0,1,0,0,1,0,0
Canada,2016-01-01,0,1,0,0,1,0,102
Switzerland,2016-01-01,0,1,0,0,1,0,2
Chile,2016-01-01,0,1,0,0,1,0,40
Colombia,2016-01-01,0,1,0,0,1,0,2259
Czechia,2016-01-01,0,1,0,0,1,0,7
Germany,2016-01-01,0,1,0,0,1,0,88
Dominica,2016-01-01,0,1,0,0,1,0,1
Denmark,2016-01-01,0,1,0,0,1,0,8
Spain,2016-01-01,0,1,0,0,1,0,59
Finland,2016-01-01,0,1,0,0,1,0,6
France,2016-01-01,0,1,0,0,1,0,143
United Kingdom (England and Wales),2016-01-01,0,1,0,0,1,0,81
United Kingdom (Scotland),2016-01-01,0,1,0,0,1,0,12
Grenada,2016-01-01,0,1,0,0,1,0,1
Guyana,2016-01-01,0,1,0,0,1,0,21
Honduras,2016-01-01,0,1,0,0,1,0,303
Croatia,2016-01-01,0,1,0,0,1,0,4
Hungary,2016-01-01,0,1,0,0,1,0,6
Iceland,2016-01-01,0,1,0,0,1,0,0
Italy,2016-01-01,0,1,0,0,1,0,146
Jamaica,2016-01-01,0,1,0,0,1,0,225
Japan,2016-01-01,0,1,0,0,1,0,14
Kenya,2016-01-01,0,1,0,0,1,0,195
Liechtenstein,2016-01-01,0,1,0,0,1,0,0
Sri Lanka,2016-01-01,0,1,0,0,1,0,26
Lithuania,2016-01-01,0,1,0,0,1,0,29
Latvia,2016-01-01,0,1,0,0,1,0,11
Montenegro,2016-01-01,0,1,0,0,1,0,5
Mongolia,2016-01-01,0,1,0,0,1,0,24
Netherlands (Kingdom of the),2016-01-01,0,1,0,0,1,0,290
Norway,2016-01-01,0,1,0,0,1,0,5
Singapore,2016-01-01,0,1,0,0,1,0,15
Serbia,2016-01-01,0,1,0,0,1,0,17
Slovenia,2016-01-01,0,1,0,0,1,0,1
Türkiye,2016-01-01,0,1,0,0,1,0,1645
Uruguay,2016-01-01,0,1,0,0,1,0,45
United States of America,2016-01-01,0,1,0,0,1,0,2288
Armenia,2017-01-01,0,1,0,0,1,0,13
Antigua and Barbuda,2017-01-01,0,1,0,0,1,0,1
Australia,2017-01-01,0,1,0,0,1,0,25
Austria,2017-01-01,0,1,0,0,1,0,3
Azerbaijan,2017-01-01,0,1,0,0,1,0,39
Belgium,2017-01-01,0,1,0,0,1,0,11
Bahamas,2017-01-01,0,1,0,0,1,0,29
Barbados,2017-01-01,0,1,0,0,1,0,1
Canada,2017-01-01,0,1,0,0,1,0,119
Switzerland,2017-01-01,0,1,0,0,1,0,7
Chile,2017-01-01,0,1,0,0,1,0,53
Czechia,2017-01-01,0,1,0,0,1,0,3
Germany,2017-01-01,0,1,0,0,1,0,68
Dominica,2017-01-01,0,1,0,0,1,0,1
Denmark,2017-01-01,0,1,0,0,1,0,15
Spain,2017-01-01,0,1,0,0,1,0,35
Finland,2017-01-01,0,1,0,0,1,0,8
France,2017-01-01,0,1,0,0,1,0,174
United Kingdom (England and Wales),2017-01-01,0,1,0,0,1,0,69
United Kingdom (Northern Ireland),2017-01-01,0,1,0,0,1,0,1
United Kingdom (Scotland),2017-01-01,0,1,0,0,1,0,14
Guyana,2017-01-01,0,1,0,0,1,0,4
"China, Hong Kong Special Administrative Region",2017-01-01,0,1,0,0,1,0,6
Hungary,2017-01-01,0,1,0,0,1,0,12
Ireland,2017-01-01,0,1,0,0,1,0,4
Iceland,2017-01-01,0,1,0,0,1,0,1
Italy,2017-01-01,0,1,0,0,1,0,133
Jamaica,2017-01-01,0,1,0,0,1,0,222
Saint Kitts and Nevis,2017-01-01,0,1,0,0,1,0,7
Saint Lucia,2017-01-01,0,1,0,0,1,0,1
Sri Lanka,2017-01-01,0,1,0,0,1,0,30
Lithuania,2017-01-01,0,1,0,0,1,0,29
Latvia,2017-01-01,0,1,0,0,1,0,21
Malta,2017-01-01,0,1,0,0,1,0,1
Mongolia,2017-01-01,0,1,0,0,1,0,18
Norway,2017-01-01,0,1,0,0,1,0,2
Oman,2017-01-01,0,1,0,0,1,0,9
Singapore,2017-01-01,0,1,0,0,1,0,2
Serbia,2017-01-01,0,1,0,0,1,0,7
Suriname,2017-01-01,0,1,0,0,1,0,2
Slovenia,2017-01-01,0,1,0,0,1,0,2
Sweden,2017-01-01,0,1,0,0,1,0,73
Trinidad and Tobago,2017-01-01,0,1,0,0,1,0,31
Uruguay,2017-01-01,0,1,0,0,1,0,57
United States of America,2017-01-01,0,1,0,0,1,0,2222
Saint Vincent and the Grenadines,2017-01-01,0,1,0,0,1,0,2
Argentina,2018-01-01,0,1,0,0,1,0,355
Armenia,2018-01-01,0,1,0,0,1,0,6
Antigua and Barbuda,2018-01-01,0,1,0,0,1,0,0
Australia,2018-01-01,0,1,0,0,1,0,16
Austria,2018-01-01,0,1,0,0,1,0,12
Azerbaijan,2018-01-01,0,1,0,0,1,0,30
Belgium,2018-01-01,0,1,0,0,1,0,13
Bahamas,2018-01-01,0,1,0,0,1,0,30
Bolivia (Plurinational State of),2018-01-01,0,1,0,0,1,0,22
Barbados,2018-01-01,0,1,0,0,1,0,3
Canada,2018-01-01,0,1,0,0,1,0,99
Switzerland,2018-01-01,0,1,0,0,1,0,6
Chile,2018-01-01,0,1,0,0,1,0,65
Colombia,2018-01-01,0,1,0,0,1,0,1048
Costa Rica,2018-01-01,0,1,0,0,1,0,56
Czechia,2018-01-01,0,1,0,0,1,0,2
Germany,2018-01-01,0,1,0,0,1,0,94
Dominica,2018-01-01,0,1,0,0,1,0,3
Denmark,2018-01-01,0,1,0,0,1,0,14
Spain,2018-01-01,0,1,0,0,1,0,51
Finland,2018-01-01,0,1,0,0,1,0,9
France,2018-01-01,0,1,0,0,1,0,163
United Kingdom (England and Wales),2018-01-01,0,1,0,0,1,0,50
United Kingdom (Northern Ireland),2018-01-01,0,1,0,0,1,0,2
United Kingdom (Scotland),2018-01-01,0,1,0,0,1,0,15
Guatemala,2018-01-01,0,1,0,0,1,0,48
Guyana,2018-01-01,0,1,0,0,1,0,9
"China, Hong Kong Special Administrative Region",2018-01-01,0,1,0,0,1,0,1
Honduras,2018-01-01,0,1,0,0,1,0,298
Croatia,2018-01-01,0,1,0,0,1,0,1
Hungary,2018-01-01,0,1,0,0,1,0,3
Ireland,2018-01-01,0,1,0,0,1,0,3
Iceland,2018-01-01,0,1,0,0,1,0,0
Italy,2018-01-01,0,1,0,0,1,0,101
Jamaica,2018-01-01,0,1,0,0,1,0,205
Kenya,2018-01-01,0,1,0,0,1,0,171
Saint Kitts and Nevis,2018-01-01,0,1,0,0,1,0,3
Saint Lucia,2018-01-01,0,1,0,0,1,0,3
Sri Lanka,2018-01-01,0,1,0,0,1,0,34
Lithuania,2018-01-01,0,1,0,0,1,0,13
Latvia,2018-01-01,0,1,0,0,1,0,12
Malta,2018-01-01,0,1,0,0,1,0,1
Mongolia,2018-01-01,0,1,0,0,1,0,17
Norway,2018-01-01,0,1,0,0,1,0,5
Oman,2018-01-01,0,1,0,0,1,0,3
El Salvador,2018-01-01,0,1,0,0,1,0,491
Serbia,2018-01-01,0,1,0,0,1,0,17
Suriname,2018-01-01,0,1,0,0,1,0,1
Slovenia,2018-01-01,0,1,0,0,1,0,0
Sweden,2018-01-01,0,1,0,0,1,0,73
Trinidad and Tobago,2018-01-01,0,1,0,0,1,0,29
Uruguay,2018-01-01,0,1,0,0,1,0,62
United States of America,2018-01-01,0,1,0,0,1,0,1979
Saint Vincent and the Grenadines,2018-01-01,0,1,0,0,1,0,3
Argentina,2019-01-01,0,1,0,0,1,0,361
Antigua and Barbuda,2019-01-01,0,1,0,0,1,0,0
Australia,2019-01-01,0,1,0,0,1,0,55
Austria,2019-01-01,0,1,0,0,1,0,10
Azerbaijan,2019-01-01,0,1,0,0,1,0,31
Belgium,2019-01-01,0,1,0,0,1,0,9
Bahamas,2019-01-01,0,1,0,0,1,0,29
Bolivia (Plurinational State of),2019-01-01,0,1,0,0,1,0,26
Barbados,2019-01-01,0,1,0,0,1,0,7
Bhutan,2019-01-01,0,1,0,0,1,0,0
Canada,2019-01-01,0,1,0,0,1,0,108
Switzerland,2019-01-01,0,1,0,0,1,0,7
Chile,2019-01-01,0,1,0,0,1,0,141
Colombia,2019-01-01,0,1,0,0,1,0,1193
Costa Rica,2019-01-01,0,1,0,0,1,0,77
Germany,2019-01-01,0,1,0,0,1,0,64
Dominica,2019-01-01,0,1,0,0,1,0,1
Denmark,2019-01-01,0,1,0,0,1,0,17
Dominican Republic,2019-01-01,0,1,0,0,1,0,122
Spain,2019-01-01,0,1,0,0,1,0,52
France,2019-01-01,0,1,0,0,1,0,148
United Kingdom (Northern Ireland),2019-01-01,0,1,0,0,1,0,2
United Kingdom (Scotland),2019-01-01,0,1,0,0,1,0,7
Guatemala,2019-01-01,0,1,0,0,1,0,17
Guyana,2019-01-01,0,1,0,0,1,0,14
"China, Hong Kong Special Administrative Region",2019-01-01,0,1,0,0,1,0,1
Honduras,2019-01-01,0,1,0,0,1,0,325
Croatia,2019-01-01,0,1,0,0,1,0,2
Hungary,2019-01-01,0,1,0,0,1,0,7
Ireland,2019-01-01,0,1,0,0,1,0,5
Iceland,2019-01-01,0,1,0,0,1,0,0
Italy,2019-01-01,0,1,0,0,1,0,135
Kenya,2019-01-01,0,1,0,0,1,0,268
Saint Kitts and Nevis,2019-01-01,0,1,0,0,1,0,10
Saint Lucia,2019-01-01,0,1,0,0,1,0,4
Lithuania,2019-01-01,0,1,0,0,1,0,13
Latvia,2019-01-01,0,1,0,0,1,0,10
Malta,2019-01-01,0,1,0,0,1,0,4
Mongolia,2019-01-01,0,1,0,0,1,0,3
Norway,2019-01-01,0,1,0,0,1,0,4
Singapore,2019-01-01,0,1,0,0,1,0,4
El Salvador,2019-01-01,0,1,0,0,1,0,413
Serbia,2019-01-01,0,1,0,0,1,0,10
Suriname,2019-01-01,0,1,0,0,1,0,1
Slovenia,2019-01-01,0,1,0,0,1,0,2
Sweden,2019-01-01,0,1,0,0,1,0,95
Trinidad and Tobago,2019-01-01,0,1,0,0,1,0,25
Türkiye,2019-01-01,0,1,0,0,1,0,848
Uruguay,2019-01-01,0,1,0,0,1,0,51
United States of America,2019-01-01,0,1,0,0,1,0,2086
Saint Vincent and the Grenadines,2019-01-01,0,1,0,0,1,0,3
Argentina,2020-01-01,0,1,0,0,1,0,448
Antigua and Barbuda,2020-01-01,0,1,0,0,1,0,1
Australia,2020-01-01,0,1,0,0,1,0,22
Austria,2020-01-01,0,1,0,0,1,0,6
Azerbaijan,2020-01-01,0,1,0,0,1,0,32
Belgium,2020-01-01,0,1,0,0,1,0,14
Bahamas,2020-01-01,0,1,0,0,1,0,24
Bosnia and Herzegovina,2020-01-01,0,1,0,0,1,0,5
Belize,2020-01-01,0,1,0,0,1,0,13
Bolivia (Plurinational State of),2020-01-01,0,1,0,0,1,0,15
Barbados,2020-01-01,0,1,0,0,1,0,12
Bhutan,2020-01-01,0,1,0,0,1,0,4
Canada,2020-01-01,0,1,0,0,1,0,135
Switzerland,2020-01-01,0,1,0,0,1,0,3
Chile,2020-01-01,0,1,0,0,1,0,185
Colombia,2020-01-01,0,1,0,0,1,0,1072
Costa Rica,2020-01-01,0,1,0,0,1,0,21
Czechia,2020-01-01,0,1,0,0,1,0,4
Germany,2020-01-01,0,1,0,0,1,0,77
Dominica,2020-01-01,0,1,0,0,1,0,3
Denmark,2020-01-01,0,1,0,0,1,0,31
Dominican Republic,2020-01-01,0,1,0,0,1,0,116
Spain,2020-01-01,0,1,0,0,1,0,52
France,2020-01-01,0,1,0,0,1,0,163
United Kingdom (Northern Ireland),2020-01-01,0,1,0,0,1,0,6
United Kingdom (Scotland),2020-01-01,0,1,0,0,1,0,10
Guatemala,2020-01-01,0,1,0,0,1,0,17
Guyana,2020-01-01,0,1,0,0,1,0,27
"China, Hong Kong Special Administrative Region",2020-01-01,0,1,0,0,1,0,4
Honduras,2020-01-01,0,1,0,0,1,0,239
Croatia,2020-01-01,0,1,0,0,1,0,2
Hungary,2020-01-01,0,1,0,0,1,0,12
Ireland,2020-01-01,0,1,0,0,1,0,1
Iceland,2020-01-01,0,1,0,0,1,0,0
Italy,2020-01-01,0,1,0,0,1,0,100
Jamaica,2020-01-01,0,1,0,0,1,0,162
Kenya,2020-01-01,0,1,0,0,1,0,257
Saint Kitts and Nevis,2020-01-01,0,1,0,0,1,0,5
Saint Lucia,2020-01-01,0,1,0,0,1,0,1
Lithuania,2020-01-01,0,1,0,0,1,0,5
Latvia,2020-01-01,0,1,0,0,1,0,4
Mongolia,2020-01-01,0,1,0,0,1,0,18
Norway,2020-01-01,0,1,0,0,1,0,4
Russian Federation,2020-01-01,0,1,0,0,1,0,768
Singapore,2020-01-01,0,1,0,0,1,0,2
El Salvador,2020-01-01,0,1,0,0,1,0,297
Serbia,2020-01-01,0,1,0,0,1,0,10
Suriname,2020-01-01,0,1,0,0,1,0,3
Slovenia,2020-01-01,0,1,0,0,1,0,2
Sweden,2020-01-01,0,1,0,0,1,0,84
Trinidad and Tobago,2020-01-01,0,1,0,0,1,0,13
Türkiye,2020-01-01,0,1,0,0,1,0,1165
Uruguay,2020-01-01,0,1,0,0,1,0,54
United States of America,2020-01-01,0,1,0,0,1,0,2652
Saint Vincent and the Grenadines,2020-01-01,0,1,0,0,1,0,3
Argentina,2021-01-01,0,1,0,0,1,0,342
Australia,2021-01-01,0,1,0,0,1,0,47
Austria,2021-01-01,0,1,0,0,1,0,2
Bahamas,2021-01-01,0,1,0,0,1,0,26
Belize,2021-01-01,0,1,0,0,1,0,11
Bolivia (Plurinational State of),2021-01-01,0,1,0,0,1,0,16
Barbados,2021-01-01,0,1,0,0,1,0,12
Canada,2021-01-01,0,1,0,0,1,0,112
Switzerland,2021-01-01,0,1,0,0,1,0,11
Chile,2021-01-01,0,1,0,0,1,0,145
Colombia,2021-01-01,0,1,0,0,1,0,1215
Czechia,2021-01-01,0,1,0,0,1,0,4
Germany,2021-01-01,0,1,0,0,1,0,73
Dominica,2021-01-01,0,1,0,0,1,0,2
Denmark,2021-01-01,0,1,0,0,1,0,27
Ecuador,2021-01-01,0,1,0,0,1,0,174
France,2021-01-01,0,1,0,0,1,0,178
United Kingdom (Scotland),2021-01-01,0,1,0,0,1,0,3
Grenada,2021-01-01,0,1,0,0,1,0,0
Guatemala,2021-01-01,0,1,0,0,1,0,28
Guyana,2021-01-01,0,1,0,0,1,0,14
"China, Hong Kong Special Administrative Region",2021-01-01,0,1,0,0,1,0,15
Honduras,2021-01-01,0,1,0,0,1,0,236
Croatia,2021-01-01,0,1,0,0,1,0,5
Hungary,2021-01-01,0,1,0,0,1,0,6
Ireland,2021-01-01,0,1,0,0,1,0,3
Iceland,2021-01-01,0,1,0,0,1,0,0
Italy,2021-01-01,0,1,0,0,1,0,95
Jamaica,2021-01-01,0,1,0,0,1,0,170
Jordan,2021-01-01,0,1,0,0,1,0,48
Kenya,2021-01-01,0,1,0,0,1,0,334
Saint Kitts and Nevis,2021-01-01,0,1,0,0,1,0,6
Saint Lucia,2021-01-01,0,1,0,0,1,0,5
Lithuania,2021-01-01,0,1,0,0,1,0,10
Latvia,2021-01-01,0,1,0,0,1,0,5
Mauritius,2021-01-01,0,1,0,0,1,0,7
Norway,2021-01-01,0,1,0,0,1,0,5
El Salvador,2021-01-01,0,1,0,0,1,0,262
Serbia,2021-01-01,0,1,0,0,1,0,9
Suriname,2021-01-01,0,1,0,0,1,0,2
Slovenia,2021-01-01,0,1,0,0,1,0,2
Sweden,2021-01-01,0,1,0,0,1,0,76
Türkiye,2021-01-01,0,1,0,0,1,0,994
Uruguay,2021-01-01,0,1,0,0,1,0,54
Holy See,2021-01-01,0,1,0,0,1,0,0
Saint Vincent and the Grenadines,2021-01-01,0,1,0,0,1,0,2
Argentina,2022-01-01,0,1,0,0,1,0,306
Antigua and Barbuda,2022-01-01,0,1,0,0,1,0,0
Australia,2022-01-01,0,1,0,0,1,0,26
Austria,2022-01-01,0,1,0,0,1,0,7
Bahamas,2022-01-01,0,1,0,0,1,0,23
Bosnia and Herzegovina,2022-01-01,0,1,0,0,1,0,5
Belize,2022-01-01,0,1,0,0,1,0,12
Bolivia (Plurinational State of),2022-01-01,0,1,0,0,1,0,17
Barbados,2022-01-01,0,1,0,0,1,0,7
Canada,2022-01-01,0,1,0,0,1,0,129
Switzerland,2022-01-01,0,1,0,0,1,0,4
Chile,2022-01-01,0,1,0,0,1,0,194
Colombia,2022-01-01,0,1,0,0,1,0,1131
Czechia,2022-01-01,0,1,0,0,1,0,5
Germany,2022-01-01,0,1,0,0,1,0,56
Dominica,2022-01-01,0,1,0,0,1,0,7
Denmark,2022-01-01,0,1,0,0,1,0,16
Ecuador,2022-01-01,0,1,0,0,1,0,237
France,2022-01-01,0,1,0,0,1,0,238
Grenada,2022-01-01,0,1,0,0,1,0,1
Guyana,2022-01-01,0,1,0,0,1,0,15
"China, Hong Kong Special Administrative Region",2022-01-01,0,1,0,0,1,0,5
Honduras,2022-01-01,0,1,0,0,1,0,208
Croatia,2022-01-01,0,1,0,0,1,0,3
Hungary,2022-01-01,0,1,0,0,1,0,9
Iceland,2022-01-01,0,1,0,0,1,0,1
Italy,2022-01-01,0,1,0,0,1,0,86
Jordan,2022-01-01,0,1,0,0,1,0,33
Kenya,2022-01-01,0,1,0,0,1,0,316
Saint Kitts and Nevis,2022-01-01,0,1,0,0,1,0,3
Saint Lucia,2022-01-01,0,1,0,0,1,0,2
Lithuania,2022-01-01,0,1,0,0,1,0,7
Latvia,2022-01-01,0,1,0,0,1,0,8
Morocco,2022-01-01,0,1,0,0,1,0,143
Montenegro,2022-01-01,0,1,0,0,1,0,1
Mauritius,2022-01-01,0,1,0,0,1,0,1
Norway,2022-01-01,0,1,0,0,1,0,4
Oman,2022-01-01,0,1,0,0,1,0,1
El Salvador,2022-01-01,0,1,0,0,1,0,88
Serbia,2022-01-01,0,1,0,0,1,0,14
Suriname,2022-01-01,0,1,0,0,1,0,1
Slovenia,2022-01-01,0,1,0,0,1,0,3
Sweden,2022-01-01,0,1,0,0,1,0,76
Türkiye,2022-01-01,0,1,0,0,1,0,1190
Uruguay,2022-01-01,0,1,0,0,1,0,51
Holy See,2022-01-01,0,1,0,0,1,0,0
Saint Vincent and the Grenadines,2022-01-01,0,1,0,0,1,0,2
Armenia,2013-01-01,1,0,0,0,1,0,1
Australia,2013-01-01,1,0,0,0,1,0,3
Canada,2013-01-01,1,0,0,0,1,0,11
Switzerland,2013-01-01,1,0,0,0,1,0,1
Colombia,2013-01-01,1,0,0,0,1,0,137
Czechia,2013-01-01,1,0,0,0,1,0,5
Germany,2013-01-01,1,0,0,0,1,0,16
Finland,2013-01-01,1,0,0,0,1,0,1
United Kingdom (England and Wales),2013-01-01,1,0,0,0,1,0,36
United Kingdom (Scotland),2013-01-01,1,0,0,0,1,0,3
Honduras,2013-01-01,1,0,0,0,1,0,4
Hungary,2013-01-01,1,0,0,0,1,0,9
Iceland,2013-01-01,1,0,0,0,1,0,0
Jamaica,2013-01-01,1,0,0,0,1,0,3
Japan,2013-01-01,1,0,0,0,1,0,5
Sri Lanka,2013-01-01,1,0,0,0,1,0,10
Lithuania,2013-01-01,1,0,0,0,1,0,3
Mongolia,2013-01-01,1,0,0,0,1,0,5
Netherlands (Kingdom of the),2013-01-01,1,0,0,0,1,0,31
Norway,2013-01-01,1,0,0,0,1,0,3
Serbia,2013-01-01,1,0,0,0,1,0,1
Slovenia,2013-01-01,1,0,0,0,1,0,0
Türkiye,2013-01-01,1,0,0,0,1,0,87
United States of America,2013-01-01,1,0,0,0,1,0,249
Armenia,2014-01-01,1,0,0,0,1,0,1
Australia,2014-01-01,1,0,0,0,1,0,3
Canada,2014-01-01,1,0,0,0,1,0,13
Switzerland,2014-01-01,1,0,0,0,1,0,0
Colombia,2014-01-01,1,0,0,0,1,0,199
Czechia,2014-01-01,1,0,0,0,1,0,0
Germany,2014-01-01,1,0,0,0,1,0,14
Finland,2014-01-01,1,0,0,0,1,0,0
United Kingdom (England and Wales),2014-01-01,1,0,0,0,1,0,31
Honduras,2014-01-01,1,0,0,0,1,0,7
Hungary,2014-01-01,1,0,0,0,1,0,7
Iceland,2014-01-01,1,0,0,0,1,0,0
Jamaica,2014-01-01,1,0,0,0,1,0,1
Japan,2014-01-01,1,0,0,0,1,0,7
Kenya,2014-01-01,1,0,0,0,1,0,59
Sri Lanka,2014-01-01,1,0,0,0,1,0,11
Lithuania,2014-01-01,1,0,0,0,1,0,2
Mongolia,2014-01-01,1,0,0,0,1,0,5
Netherlands (Kingdom of the),2014-01-01,1,0,0,0,1,0,22
Norway,2014-01-01,1,0,0,0,1,0,1
Serbia,2014-01-01,1,0,0,0,1,0,1
Slovenia,2014-01-01,1,0,0,0,1,0,0
Türkiye,2014-01-01,1,0,0,0,1,0,75
United States of America,2014-01-01,1,0,0,0,1,0,256
Armenia,2015-01-01,1,0,0,0,1,0,0
Australia,2015-01-01,1,0,0,0,1,0,9
Austria,2015-01-01,1,0,0,0,1,0,1
Belgium,2015-01-01,1,0,0,0,1,0,2
Bolivia (Plurinational State of),2015-01-01,1,0,0,0,1,0,5
Bhutan,2015-01-01,1,0,0,0,1,0,0
Canada,2015-01-01,1,0,0,0,1,0,9
Switzerland,2015-01-01,1,0,0,0,1,0,1
Colombia,2015-01-01,1,0,0,0,1,0,185
Czechia,2015-01-01,1,0,0,0,1,0,1
Germany,2015-01-01,1,0,0,0,1,0,16
Dominica,2015-01-01,1,0,0,0,1,0,0
Denmark,2015-01-01,1,0,0,0,1,0,1
Finland,2015-01-01,1,0,0,0,1,0,0
France,2015-01-01,1,0,0,0,1,0,12
United Kingdom (England and Wales),2015-01-01,1,0,0,0,1,0,8
United Kingdom (Scotland),2015-01-01,1,0,0,0,1,0,0
Honduras,2015-01-01,1,0,0,0,1,0,21
Iceland,2015-01-01,1,0,0,0,1,0,0
Italy,2015-01-01,1,0,0,0,1,0,8
Jamaica,2015-01-01,1,0,0,0,1,0,8
Japan,2015-01-01,1,0,0,0,1,0,5
Kenya,2015-01-01,1,0,0,0,1,0,46
Sri Lanka,2015-01-01,1,0,0,0,1,0,9
Lithuania,2015-01-01,1,0,0,0,1,0,0
Mongolia,2015-01-01,1,0,0,0,1,0,2
Netherlands (Kingdom of the),2015-01-01,1,0,0,0,1,0,18
Norway,2015-01-01,1,0,0,0,1,0,0
Singapore,2015-01-01,1,0,0,0,1,0,1
Serbia,2015-01-01,1,0,0,0,1,0,2
Slovenia,2015-01-01,1,0,0,0,1,0,0
Türkiye,2015-01-01,1,0,0,0,1,0,65
Uruguay,2015-01-01,1,0,0,0,1,0,2
United States of America,2015-01-01,1,0,0,0,1,0,262
Armenia,2016-01-01,1,0,0,0,1,0,0
Australia,2016-01-01,1,0,0,0,1,0,4
Austria,2016-01-01,1,0,0,0,1,0,0
Azerbaijan,2016-01-01,1,0,0,0,1,0,1
Belgium,2016-01-01,1,0,0,0,1,0,1
Bolivia (Plurinational State of),2016-01-01,1,0,0,0,1,0,20
Bhutan,2016-01-01,1,0,0,0,1,0,0
Canada,2016-01-01,1,0,0,0,1,0,8
Switzerland,2016-01-01,1,0,0,0,1,0,1
Chile,2016-01-01,1,0,0,0,1,0,4
Colombia,2016-01-01,1,0,0,0,1,0,157
Czechia,2016-01-01,1,0,0,0,1,0,1
Germany,2016-01-01,1,0,0,0,1,0,13
Dominica,2016-01-01,1,0,0,0,1,0,0
Denmark,2016-01-01,1,0,0,0,1,0,2
Spain,2016-01-01,1,0,0,0,1,0,8
Finland,2016-01-01,1,0,0,0,1,0,2
France,2016-01-01,1,0,0,0,1,0,17
United Kingdom (England and Wales),2016-01-01,1,0,0,0,1,0,3
United Kingdom (Scotland),2016-01-01,1,0,0,0,1,0,0
Grenada,2016-01-01,1,0,0,0,1,0,0
Guyana,2016-01-01,1,0,0,0,1,0,1
Honduras,2016-01-01,1,0,0,0,1,0,19
Croatia,2016-01-01,1,0,0,0,1,0,2
Hungary,2016-01-01,1,0,0,0,1,0,2
Iceland,2016-01-01,1,0,0,0,1,0,0
Italy,2016-01-01,1,0,0,0,1,0,7
Jamaica,2016-01-01,1,0,0,0,1,0,7
Japan,2016-01-01,1,0,0,0,1,0,6
Kenya,2016-01-01,1,0,0,0,1,0,59
Liechtenstein,2016-01-01,1,0,0,0,1,0,0
Sri Lanka,2016-01-01,1,0,0,0,1,0,6
Lithuania,2016-01-01,1,0,0,0,1,0,0
Latvia,2016-01-01,1,0,0,0,1,0,1
Montenegro,2016-01-01,1,0,0,0,1,0,1
