Id,Country,Year,VALUE,Demographic,Probability,Baseline,YoY_Pct_Change,Yearly_Trend,Rolling_Slope,Rolling_Trend,Cumulative_Growth
559,Bahrain,2027,32.62161,AllGenders_AllAges,38.066412849494355,27.293749,2.3786772122588618,Increase,0.7335595000000001,Strong growth,19.52044404013534
568,Bahrain,2028,33.330795,AllGenders_AllAges,39.463229982153486,27.293749,2.173973019725284,Increase,0.8643735000000027,Strong growth,22.11878624662374
577,Bahrain,2029,34.350357,AllGenders_AllAges,40.88521499107675,27.293749,3.058918936677024,Increase,,,25.854300924361855
515,Bahrain,2022,27.293749,AllGenders_Over18,16.425936942296246,27.293749,,First Year,,,0.0
524,Bahrain,2023,28.046036,AllGenders_Over18,17.08954479476502,27.293749,2.7562611497599754,Increase,1.0081550000000004,Strong growth,2.7562611497599785
533,Bahrain,2024,29.310059,AllGenders_Over18,17.766293396787624,27.293749,4.5069577747101075,Increase,1.283576,Strong growth,7.387442450650516
542,Bahrain,2025,30.613188,AllGenders_Over18,18.456182748364068,27.293749,4.44601288588331,Increase,1.2768085000000013,Strong growth,12.161901979826967
551,Bahrain,2026,31.863676,AllGenders_Over18,19.15921284949435,27.293749,4.0848016220983,Increase,1.004210999999998,Strong growth,16.74349317127524
560,Bahrain,2027,32.62161,AllGenders_Over18,19.87538370017846,27.293749,2.3786772122588618,Increase,0.7335595000000001,Strong growth,19.52044404013534
569,Bahrain,2028,33.330795,AllGenders_Over18,20.604695300416417,27.293749,2.173973019725284,Increase,0.8643735000000027,Strong growth,22.11878624662374
578,Bahrain,2029,34.350357,AllGenders_Over18,21.347147650208207,27.293749,3.058918936677024,Increase,,,25.854300924361855
516,Bahrain,2022,27.293749,AllGenders_Under18,9.187388459250442,27.293749,,First Year,,,0.0
525,Bahrain,2023,28.046036,AllGenders_Under18,9.558558953004162,27.293749,2.7562611497599754,Increase,1.0081550000000004,Strong growth,2.7562611497599785
534,Bahrain,2024,29.310059,AllGenders_Under18,9.937079357525278,27.293749,4.5069577747101075,Increase,1.283576,Strong growth,7.387442450650516
543,Bahrain,2025,30.613188,AllGenders_Under18,10.3229496728138,27.293749,4.44601288588331,Increase,1.2768085000000013,Strong growth,12.161901979826967
552,Bahrain,2026,31.863676,AllGenders_Under18,10.716169898869717,27.293749,4.0848016220983,Increase,1.004210999999998,Strong growth,16.74349317127524
561,Bahrain,2027,32.62161,AllGenders_Under18,11.116740035693038,27.293749,2.3786772122588618,Increase,0.7335595000000001,Strong growth,19.52044404013534
570,Bahrain,2028,33.330795,AllGenders_Under18,11.524660083283761,27.293749,2.173973019725284,Increase,0.8643735000000027,Strong growth,22.11878624662374
579,Bahrain,2029,34.350357,AllGenders_Under18,11.93993004164188,27.293749,3.058918936677024,Increase,,,25.854300924361855
517,Bahrain,2022,27.293749,Female_AllAges,11.83105294467579,27.293749,,First Year,,,0.0
526,Bahrain,2023,28.046036,Female_AllAges,12.309027483640685,27.293749,2.7562611497599754,Increase,1.0081550000000004,Strong growth,2.7562611497599785
535,Bahrain,2024,29.310059,Female_AllAges,12.796466864961332,27.293749,4.5069577747101075,Increase,1.283576,Strong growth,7.387442450650516
544,Bahrain,2025,30.613188,Female_AllAges,13.293371088637715,27.293749,4.44601288588331,Increase,1.2768085000000013,Strong growth,12.161901979826967
553,Bahrain,2026,31.863676,Female_AllAges,13.799740154669843,27.293749,4.0848016220983,Increase,1.004210999999998,Strong growth,16.74349317127524
562,Bahrain,2027,32.62161,Female_AllAges,14.315574063057701,27.293749,2.3786772122588618,Increase,0.7335595000000001,Strong growth,19.52044404013534
571,Bahrain,2028,33.330795,Female_AllAges,14.840872813801308,27.293749,2.173973019725284,Increase,0.8643735000000027,Strong growth,22.11878624662374
580,Bahrain,2029,34.350357,Female_AllAges,15.375636406900655,27.293749,3.058918936677024,Increase,,,25.854300924361855
518,Bahrain,2022,27.293749,Female_Over18,6.177275431290896,27.293749,,First Year,,,0.0
527,Bahrain,2023,28.046036,Female_Over18,6.426837358715047,27.293749,2.7562611497599754,Increase,1.0081550000000004,Strong growth,2.7562611497599785
536,Bahrain,2024,29.310059,Female_Over18,6.6813411064842345,27.293749,4.5069577747101075,Increase,1.283576,Strong growth,7.387442450650516
545,Bahrain,2025,30.613188,Female_Over18,6.940786674598452,27.293749,4.44601288588331,Increase,1.2768085000000013,Strong growth,12.161901979826967
554,Bahrain,2026,31.863676,Female_Over18,7.2051740630577035,27.293749,4.0848016220983,Increase,1.004210999999998,Strong growth,16.74349317127524
563,Bahrain,2027,32.62161,Female_Over18,7.474503271861983,27.293749,2.3786772122588618,Increase,0.7335595000000001,Strong growth,19.52044404013534
572,Bahrain,2028,33.330795,Female_Over18,7.7487743010113,27.293749,2.173973019725284,Increase,0.8643735000000027,Strong growth,22.11878624662374
581,Bahrain,2029,34.350357,Female_Over18,8.02798715050565,27.293749,3.058918936677024,Increase,,,25.854300924361855
519,Bahrain,2022,27.293749,Female_Under18,3.4550862581796538,27.293749,,First Year,,,0.0
528,Bahrain,2023,28.046036,Female_Under18,3.594671743010111,27.293749,2.7562611497599754,Increase,1.0081550000000004,Strong growth,2.7562611497599785
537,Bahrain,2024,29.310059,Female_Under18,3.737021296847112,27.293749,4.5069577747101075,Increase,1.283576,Strong growth,7.387442450650516
546,Bahrain,2025,30.613188,Female_Under18,3.8821349196906594,27.293749,4.44601288588331,Increase,1.2768085000000013,Strong growth,12.161901979826967
555,Bahrain,2026,31.863676,Female_Under18,4.030012611540748,27.293749,4.0848016220983,Increase,1.004210999999998,Strong growth,16.74349317127524
564,Bahrain,2027,32.62161,Female_Under18,4.180654372397381,27.293749,2.3786772122588618,Increase,0.7335595000000001,Strong growth,19.52044404013534
573,Bahrain,2028,33.330795,Female_Under18,4.334060202260559,27.293749,2.173973019725284,Increase,0.8643735000000027,Strong growth,22.11878624662374
582,Bahrain,2029,34.350357,Female_Under18,4.490230101130279,27.293749,3.058918936677024,Increase,,,25.854300924361855
520,Bahrain,2022,27.293749,Male_AllAges,11.83105294467579,27.293749,,First Year,,,0.0
529,Bahrain,2023,28.046036,Male_AllAges,12.309027483640685,27.293749,2.7562611497599754,Increase,1.0081550000000004,Strong growth,2.7562611497599785
538,Bahrain,2024,29.310059,Male_AllAges,12.796466864961332,27.293749,4.5069577747101075,Increase,1.283576,Strong growth,7.387442450650516
547,Bahrain,2025,30.613188,Male_AllAges,13.293371088637715,27.293749,4.44601288588331,Increase,1.2768085000000013,Strong growth,12.161901979826967
556,Bahrain,2026,31.863676,Male_AllAges,13.799740154669843,27.293749,4.0848016220983,Increase,1.004210999999998,Strong growth,16.74349317127524
565,Bahrain,2027,32.62161,Male_AllAges,14.315574063057701,27.293749,2.3786772122588618,Increase,0.7335595000000001,Strong growth,19.52044404013534
574,Bahrain,2028,33.330795,Male_AllAges,14.840872813801308,27.293749,2.173973019725284,Increase,0.8643735000000027,Strong growth,22.11878624662374
583,Bahrain,2029,34.350357,Male_AllAges,15.375636406900655,27.293749,3.058918936677024,Increase,,,25.854300924361855
521,Bahrain,2022,27.293749,Male_Over18,6.177275431290896,27.293749,,First Year,,,0.0
530,Bahrain,2023,28.046036,Male_Over18,6.426837358715047,27.293749,2.7562611497599754,Increase,1.0081550000000004,Strong growth,2.7562611497599785
539,Bahrain,2024,29.310059,Male_Over18,6.6813411064842345,27.293749,4.5069577747101075,Increase,1.283576,Strong growth,7.387442450650516
548,Bahrain,2025,30.613188,Male_Over18,6.940786674598452,27.293749,4.44601288588331,Increase,1.2768085000000013,Strong growth,12.161901979826967
557,Bahrain,2026,31.863676,Male_Over18,7.2051740630577035,27.293749,4.0848016220983,Increase,1.004210999999998,Strong growth,16.74349317127524
566,Bahrain,2027,32.62161,Male_Over18,7.474503271861983,27.293749,2.3786772122588618,Increase,0.7335595000000001,Strong growth,19.52044404013534
575,Bahrain,2028,33.330795,Male_Over18,7.7487743010113,27.293749,2.173973019725284,Increase,0.8643735000000027,Strong growth,22.11878624662374
584,Bahrain,2029,34.350357,Male_Over18,8.02798715050565,27.293749,3.058918936677024,Increase,,,25.854300924361855
522,Bahrain,2022,27.293749,Male_Under18,3.4550862581796538,27.293749,,First Year,,,0.0
531,Bahrain,2023,28.046036,Male_Under18,3.594671743010111,27.293749,2.7562611497599754,Increase,1.0081550000000004,Strong growth,2.7562611497599785
540,Bahrain,2024,29.310059,Male_Under18,3.737021296847112,27.293749,4.5069577747101075,Increase,1.283576,Strong growth,7.387442450650516
549,Bahrain,2025,30.613188,Male_Under18,3.8821349196906594,27.293749,4.44601288588331,Increase,1.2768085000000013,Strong growth,12.161901979826967
558,Bahrain,2026,31.863676,Male_Under18,4.030012611540748,27.293749,4.0848016220983,Increase,1.004210999999998,Strong growth,16.74349317127524
567,Bahrain,2027,32.62161,Male_Under18,4.180654372397381,27.293749,2.3786772122588618,Increase,0.7335595000000001,Strong growth,19.52044404013534
576,Bahrain,2028,33.330795,Male_Under18,4.334060202260559,27.293749,2.173973019725284,Increase,0.8643735000000027,Strong growth,22.11878624662374
585,Bahrain,2029,34.350357,Male_Under18,4.490230101130279,27.293749,3.058918936677024,Increase,,,25.854300924361855
586,Barbados,2023,21.808294,AllGenders_AllAges,32.52296080957774,21.808294,,First Year,,,0.0
595,Barbados,2024,20.95958,AllGenders_AllAges,33.83688842628469,21.808294,-3.8917028539692367,Declining,-0.40634149999999986,Mild decline,-3.891702853969233
604,Barbados,2025,20.995611,AllGenders_AllAges,35.17683441163929,21.808294,0.17190707065695143,Stable,0.06365100000000012,Stable,-3.7264858956872087
613,Barbados,2026,21.086882,AllGenders_AllAges,36.54279876564156,21.808294,0.4347146648887579,Stable,0.15915000000000035,Mild growth,-3.307970811472006
622,Barbados,2027,21.313911,AllGenders_AllAges,37.934781488291485,21.808294,1.0766361759884768,Increase,0.12044299999999986,Mild growth,-2.26694944593098
631,Barbados,2028,21.327768,AllGenders_AllAges,39.352782579589075,21.808294,0.06501387755628585,Stable,0.19734099999999974,Mild growth,-2.2034094001117244
640,Barbados,2029,21.708593,AllGenders_AllAges,40.796802039534334,21.808294,1.7855830014655183,Increase,,,-0.4571701023472978
587,Barbados,2023,21.808294,AllGenders_Over18,11.133986583459041,21.808294,,First Year,,,0.0
596,Barbados,2024,20.95958,AllGenders_Over18,11.583799641430792,21.808294,-3.8917028539692367,Declining,-0.40634149999999986,Mild decline,-3.891702853969233
605,Barbados,2025,20.995611,AllGenders_Over18,12.042519888669302,21.808294,0.17190707065695143,Stable,0.06365100000000012,Stable,-3.7264858956872087
614,Barbados,2026,21.086882,AllGenders_Over18,12.510147325174586,21.808294,0.4347146648887579,Stable,0.15915000000000035,Mild growth,-3.307970811472006
623,Barbados,2027,21.313911,AllGenders_Over18,12.986681950946636,21.808294,1.0766361759884768,Increase,0.12044299999999986,Mild growth,-2.26694944593098
632,Barbados,2028,21.327768,AllGenders_Over18,13.472123765985444,21.808294,0.06501387755628585,Stable,0.19734099999999974,Mild growth,-2.2034094001117244
641,Barbados,2029,21.708593,AllGenders_Over18,13.966472770291032,21.808294,1.7855830014655183,Increase,,,-0.4571701023472978
588,Barbados,2023,21.808294,AllGenders_Under18,1.9533309795542155,21.808294,,First Year,,,0.0
597,Barbados,2024,20.95958,AllGenders_Under18,2.0322455511282094,21.808294,-3.8917028539692367,Declining,-0.40634149999999986,Mild decline,-3.891702853969233
606,Barbados,2025,20.995611,AllGenders_Under18,2.112722787485841,21.808294,0.17190707065695143,Stable,0.06365100000000012,Stable,-3.7264858956872087
615,Barbados,2026,21.086882,AllGenders_Under18,2.194762688627117,21.808294,0.4347146648887579,Stable,0.15915000000000035,Mild growth,-3.307970811472006
624,Barbados,2027,21.313911,AllGenders_Under18,2.2783652545520403,21.808294,1.0766361759884768,Increase,0.12044299999999986,Mild growth,-2.26694944593098
633,Barbados,2028,21.327768,AllGenders_Under18,2.3635304852606027,21.808294,0.06501387755628585,Stable,0.19734099999999974,Mild growth,-2.2034094001117244
642,Barbados,2029,21.708593,AllGenders_Under18,2.450258380752808,21.808294,1.7855830014655183,Increase,,,-0.4571701023472978
589,Barbados,2023,21.808294,Female_AllAges,14.3528559441329,21.808294,,First Year,,,0.0
598,Barbados,2024,20.95958,Female_AllAges,14.932711324275868,21.808294,-3.8917028539692367,Declining,-0.40634149999999986,Mild decline,-3.891702853969233
607,Barbados,2025,20.995611,Female_AllAges,15.524048989174144,21.808294,0.17190707065695143,Stable,0.06365100000000012,Stable,-3.7264858956872087
616,Barbados,2026,21.086882,Female_AllAges,16.126868938827723,21.808294,0.4347146648887579,Stable,0.15915000000000035,Mild growth,-3.307970811472006
625,Barbados,2027,21.313911,Female_AllAges,16.74117117323662,21.808294,1.0766361759884768,Increase,0.12044299999999986,Mild growth,-2.26694944593098
634,Barbados,2028,21.327768,Female_AllAges,17.36695569240081,21.808294,0.06501387755628585,Stable,0.19734099999999974,Mild growth,-2.2034094001117244
643,Barbados,2029,21.708593,Female_AllAges,18.004222496320313,21.808294,1.7855830014655183,Increase,,,-0.4571701023472978
590,Barbados,2023,21.808294,Female_Over18,4.913590323216667,21.808294,,First Year,,,0.0
599,Barbados,2024,20.95958,Female_Over18,5.112099372274621,21.808294,-3.8917028539692367,Declining,-0.40634149999999986,Mild decline,-3.891702853969233
608,Barbados,2025,20.995611,Female_Over18,5.314539293591147,21.808294,0.17190707065695143,Stable,0.06365100000000012,Stable,-3.7264858956872087
617,Barbados,2026,21.086882,Female_Over18,5.520910087166246,21.808294,0.4347146648887579,Stable,0.15915000000000035,Mild growth,-3.307970811472006
626,Barbados,2027,21.313911,Female_Over18,5.731211752999924,21.808294,1.0766361759884768,Increase,0.12044299999999986,Mild growth,-2.26694944593098
635,Barbados,2028,21.327768,Female_Over18,5.945444291092168,21.808294,0.06501387755628585,Stable,0.19734099999999974,Mild growth,-2.2034094001117244
644,Barbados,2029,21.708593,Female_Over18,6.163607701442989,21.808294,1.7855830014655183,Increase,,,-0.4571701023472978
591,Barbados,2023,21.808294,Female_Under18,0.8620333900380106,21.808294,,First Year,,,0.0
600,Barbados,2024,20.95958,Female_Under18,0.8968595389955475,21.808294,-3.8917028539692367,Declining,-0.40634149999999986,Mild decline,-3.891702853969233
609,Barbados,2025,20.995611,Female_Under18,0.9323753146651128,21.808294,0.17190707065695143,Stable,0.06365100000000012,Stable,-3.7264858956872087
618,Barbados,2026,21.086882,Female_Under18,0.9685807170467085,21.808294,0.4347146648887579,Stable,0.15915000000000035,Mild growth,-3.307970811472006
627,Barbados,2027,21.313911,Female_Under18,1.0054757461403372,21.808294,1.0766361759884768,Increase,0.12044299999999986,Mild growth,-2.26694944593098
636,Barbados,2028,21.327768,Female_Under18,1.0430604019459937,21.808294,0.06501387755628585,Stable,0.19734099999999974,Mild growth,-2.2034094001117244
645,Barbados,2029,21.708593,Female_Under18,1.0813346844636802,21.808294,1.7855830014655183,Increase,,,-0.4571701023472978
592,Barbados,2023,21.808294,Male_AllAges,24.430393096396426,21.808294,,First Year,,,0.0
601,Barbados,2024,20.95958,Male_AllAges,25.41738097749084,21.808294,-3.8917028539692367,Declining,-0.40634149999999986,Mild decline,-3.891702853969233
610,Barbados,2025,20.995611,Male_AllAges,26.42391317306237,21.808294,0.17190707065695143,Stable,0.06365100000000012,Stable,-3.7264858956872087
619,Barbados,2026,21.086882,Male_AllAges,27.44998968311103,21.808294,0.4347146648887579,Stable,0.15915000000000035,Mild growth,-3.307970811472006
628,Barbados,2027,21.313911,Male_AllAges,28.495610507636798,21.808294,1.0766361759884768,Increase,0.12044299999999986,Mild growth,-2.26694944593098
637,Barbados,2028,21.327768,Male_AllAges,29.560775646639676,21.808294,0.06501387755628585,Stable,0.19734099999999974,Mild growth,-2.2034094001117244
646,Barbados,2029,21.708593,Male_AllAges,30.64548510011968,21.808294,1.7855830014655183,Increase,,,-0.4571701023472978
593,Barbados,2023,21.808294,Male_Over18,8.36355799696454,21.808294,,First Year,,,0.0
602,Barbados,2024,20.95958,Male_Over18,8.701445740041908,21.808294,-3.8917028539692367,Declining,-0.40634149999999986,Mild decline,-3.891702853969233
611,Barbados,2025,20.995611,Male_Over18,9.046024329516843,21.808294,0.17190707065695143,Stable,0.06365100000000012,Stable,-3.7264858956872087
620,Barbados,2026,21.086882,Male_Over18,9.39729376538936,21.808294,0.4347146648887579,Stable,0.15915000000000035,Mild growth,-3.307970811472006
629,Barbados,2027,21.313911,Male_Over18,9.755254047659443,21.808294,1.0766361759884768,Increase,0.12044299999999986,Mild growth,-2.26694944593098
638,Barbados,2028,21.327768,Male_Over18,10.119905176327093,21.808294,0.06501387755628585,Stable,0.19734099999999974,Mild growth,-2.2034094001117244
647,Barbados,2029,21.708593,Male_Over18,10.491247151392322,21.808294,1.7855830014655183,Increase,,,-0.4571701023472978
594,Barbados,2023,21.808294,Male_Under18,1.4672908766604436,21.808294,,First Year,,,0.0
603,Barbados,2024,20.95958,Male_Under18,1.5265694280775277,21.808294,-3.8917028539692367,Declining,-0.40634149999999986,Mild decline,-3.891702853969233
612,Barbados,2025,20.995611,Male_Under18,1.5870218121959365,21.808294,0.17190707065695143,Stable,0.06365100000000012,Stable,-3.7264858956872087
621,Barbados,2026,21.086882,Male_Under18,1.6486480290156744,21.808294,0.4347146648887579,Stable,0.15915000000000035,Mild growth,-3.307970811472006
630,Barbados,2027,21.313911,Male_Under18,1.7114480785367439,21.808294,1.0766361759884768,Increase,0.12044299999999986,Mild growth,-2.26694944593098
639,Barbados,2028,21.327768,Male_Under18,1.7754219607591377,21.808294,0.06501387755628585,Stable,0.19734099999999974,Mild growth,-2.2034094001117244
648,Barbados,2029,21.708593,Male_Under18,1.8405696756828598,21.808294,1.7855830014655183,Increase,,,-0.4571701023472978
649,Belarus,2021,34.486492,AllGenders_AllAges,25.63629150390625,34.486492,,First Year,,,0.0
658,Belarus,2022,33.12777,AllGenders_AllAges,26.671997680664067,34.486492,-3.9398672384538314,Declining,-1.2299159999999993,Sharp decline,-3.939867238453828
667,Belarus,2023,32.02666,AllGenders_AllAges,27.728212890625,34.486492,-3.3238277131240612,Declining,-0.6910039999999995,Sharp decline,-7.132740552445864
676,Belarus,2024,31.745762,AllGenders_AllAges,28.804937133789068,34.486492,-0.8770755364437055,Stable,0.1802349999999997,Mild growth,-7.947256566426065
685,Belarus,2025,32.38713,AllGenders_AllAges,29.902170410156252,34.486492,2.0203263667131433,Increase,0.5588939999999987,Strong growth,-6.087490719554774
694,Belarus,2026,32.86355,AllGenders_AllAges,31.019912719726566,34.486492,1.4710164191763742,Increase,0.5208115000000006,Strong growth,-4.706022288378888
703,Belarus,2027,33.428753,AllGenders_AllAges,32.1581640625,34.486492,1.7198476731820067,Increase,0.42634700000000336,Mild growth,-3.067111030022996
712,Belarus,2028,33.716244,AllGenders_AllAges,33.31692443847657,34.486492,0.8600111407087274,Stable,0.30418849999999864,Mild growth,-2.2334773858703727
721,Belarus,2029,34.03713,AllGenders_AllAges,34.49619384765625,34.486492,0.9517252277566612,Stable,,,-1.3030087258512715
650,Belarus,2021,34.486492,AllGenders_Over18,11.24114990234375,34.486492,,First Year,,,0.0
659,Belarus,2022,33.12777,AllGenders_Over18,11.695292358398438,34.486492,-3.9398672384538314,Declining,-1.2299159999999993,Sharp decline,-3.939867238453828
668,Belarus,2023,32.02666,AllGenders_Over18,12.158427734375,34.486492,-3.3238277131240612,Declining,-0.6910039999999995,Sharp decline,-7.132740552445864
677,Belarus,2024,31.745762,AllGenders_Over18,12.630556030273437,34.486492,-0.8770755364437055,Stable,0.1802349999999997,Mild growth,-7.947256566426065
686,Belarus,2025,32.38713,AllGenders_Over18,13.11167724609375,34.486492,2.0203263667131433,Increase,0.5588939999999987,Strong growth,-6.087490719554774
695,Belarus,2026,32.86355,AllGenders_Over18,13.601791381835938,34.486492,1.4710164191763742,Increase,0.5208115000000006,Strong growth,-4.706022288378888
704,Belarus,2027,33.428753,AllGenders_Over18,14.100898437500001,34.486492,1.7198476731820067,Increase,0.42634700000000336,Mild growth,-3.067111030022996
713,Belarus,2028,33.716244,AllGenders_Over18,14.608998413085938,34.486492,0.8600111407087274,Stable,0.30418849999999864,Mild growth,-2.2334773858703727
722,Belarus,2029,34.03713,AllGenders_Over18,15.126091308593745,34.486492,0.9517252277566612,Stable,,,-1.3030087258512715
651,Belarus,2021,34.486492,AllGenders_Under18,4.52880859375,34.486492,,First Year,,,0.0
660,Belarus,2022,33.12777,AllGenders_Under18,4.7117724609375005,34.486492,-3.9398672384538314,Declining,-1.2299159999999993,Sharp decline,-3.939867238453828
669,Belarus,2023,32.02666,AllGenders_Under18,4.898359375,34.486492,-3.3238277131240612,Declining,-0.6910039999999995,Sharp decline,-7.132740552445864
678,Belarus,2024,31.745762,AllGenders_Under18,5.0885693359375,34.486492,-0.8770755364437055,Stable,0.1802349999999997,Mild growth,-7.947256566426065
687,Belarus,2025,32.38713,AllGenders_Under18,5.28240234375,34.486492,2.0203263667131433,Increase,0.5588939999999987,Strong growth,-6.087490719554774
696,Belarus,2026,32.86355,AllGenders_Under18,5.4798583984375,34.486492,1.4710164191763742,Increase,0.5208115000000006,Strong growth,-4.706022288378888
705,Belarus,2027,33.428753,AllGenders_Under18,5.6809375,34.486492,1.7198476731820067,Increase,0.42634700000000336,Mild growth,-3.067111030022996
714,Belarus,2028,33.716244,AllGenders_Under18,5.8856396484375,34.486492,0.8600111407087274,Stable,0.30418849999999864,Mild growth,-2.2334773858703727
723,Belarus,2029,34.03713,AllGenders_Under18,6.093964843749999,34.486492,0.9517252277566612,Stable,,,-1.3030087258512715
652,Belarus,2021,34.486492,Female_AllAges,18.017959594726562,34.486492,,First Year,,,0.0
661,Belarus,2022,33.12777,Female_AllAges,18.745885162353517,34.486492,-3.9398672384538314,Declining,-1.2299159999999993,Sharp decline,-3.939867238453828
670,Belarus,2023,32.02666,Female_AllAges,19.48822509765625,34.486492,-3.3238277131240612,Declining,-0.6910039999999995,Sharp decline,-7.132740552445864
679,Belarus,2024,31.745762,Female_AllAges,20.24497940063477,34.486492,-0.8770755364437055,Stable,0.1802349999999997,Mild growth,-7.947256566426065
688,Belarus,2025,32.38713,Female_AllAges,21.016148071289063,34.486492,2.0203263667131433,Increase,0.5588939999999987,Strong growth,-6.087490719554774
697,Belarus,2026,32.86355,Female_AllAges,21.801731109619144,34.486492,1.4710164191763742,Increase,0.5208115000000006,Strong growth,-4.706022288378888
706,Belarus,2027,33.428753,Female_AllAges,22.601728515625,34.486492,1.7198476731820067,Increase,0.42634700000000336,Mild growth,-3.067111030022996
715,Belarus,2028,33.716244,Female_AllAges,23.416140289306647,34.486492,0.8600111407087274,Stable,0.30418849999999864,Mild growth,-2.2334773858703727
724,Belarus,2029,34.03713,Female_AllAges,24.244966430664054,34.486492,0.9517252277566612,Stable,,,-1.3030087258512715
653,Belarus,2021,34.486492,Female_Over18,7.9006195068359375,34.486492,,First Year,,,0.0
662,Belarus,2022,33.12777,Female_Over18,8.21980453491211,34.486492,-3.9398672384538314,Declining,-1.2299159999999993,Sharp decline,-3.939867238453828
671,Belarus,2023,32.02666,Female_Over18,8.545310058593751,34.486492,-3.3238277131240612,Declining,-0.6910039999999995,Sharp decline,-7.132740552445864
680,Belarus,2024,31.745762,Female_Over18,8.87713607788086,34.486492,-0.8770755364437055,Stable,0.1802349999999997,Mild growth,-7.947256566426065
689,Belarus,2025,32.38713,Female_Over18,9.215282592773438,34.486492,2.0203263667131433,Increase,0.5588939999999987,Strong growth,-6.087490719554774
698,Belarus,2026,32.86355,Female_Over18,9.559749603271484,34.486492,1.4710164191763742,Increase,0.5208115000000006,Strong growth,-4.706022288378888
707,Belarus,2027,33.428753,Female_Over18,9.910537109375001,34.486492,1.7198476731820067,Increase,0.42634700000000336,Mild growth,-3.067111030022996
716,Belarus,2028,33.716244,Female_Over18,10.267645111083985,34.486492,0.8600111407087274,Stable,0.30418849999999864,Mild growth,-2.2334773858703727
725,Belarus,2029,34.03713,Female_Over18,10.631073608398431,34.486492,0.9517252277566612,Stable,,,-1.3030087258512715
654,Belarus,2021,34.486492,Female_Under18,3.1829833984375,34.486492,,First Year,,,0.0
663,Belarus,2022,33.12777,Female_Under18,3.3115759277343746,34.486492,-3.9398672384538314,Declining,-1.2299159999999993,Sharp decline,-3.939867238453828
672,Belarus,2023,32.02666,Female_Under18,3.4427148437500006,34.486492,-3.3238277131240612,Declining,-0.6910039999999995,Sharp decline,-7.132740552445864
681,Belarus,2024,31.745762,Female_Under18,3.576400146484375,34.486492,-0.8770755364437055,Stable,0.1802349999999997,Mild growth,-7.947256566426065
690,Belarus,2025,32.38713,Female_Under18,3.7126318359374992,34.486492,2.0203263667131433,Increase,0.5588939999999987,Strong growth,-6.087490719554774
699,Belarus,2026,32.86355,Female_Under18,3.851409912109375,34.486492,1.4710164191763742,Increase,0.5208115000000006,Strong growth,-4.706022288378888
708,Belarus,2027,33.428753,Female_Under18,3.9927343749999995,34.486492,1.7198476731820067,Increase,0.42634700000000336,Mild growth,-3.067111030022996
717,Belarus,2028,33.716244,Female_Under18,4.136605224609376,34.486492,0.8600111407087274,Stable,0.30418849999999864,Mild growth,-2.2334773858703727
726,Belarus,2029,34.03713,Female_Under18,4.283022460937498,34.486492,0.9517252277566612,Stable,,,-1.3030087258512715
655,Belarus,2021,34.486492,Male_AllAges,18.259811401367188,34.486492,,First Year,,,0.0
664,Belarus,2022,33.12777,Male_AllAges,18.997507781982424,34.486492,-3.9398672384538314,Declining,-1.2299159999999993,Sharp decline,-3.939867238453828
673,Belarus,2023,32.02666,Male_AllAges,19.74981201171875,34.486492,-3.3238277131240612,Declining,-0.6910039999999995,Sharp decline,-7.132740552445864
682,Belarus,2024,31.745762,Male_AllAges,20.516724090576176,34.486492,-0.8770755364437055,Stable,0.1802349999999997,Mild growth,-7.947256566426065
691,Belarus,2025,32.38713,Male_AllAges,21.29824401855469,34.486492,2.0203263667131433,Increase,0.5588939999999987,Strong growth,-6.087490719554774
700,Belarus,2026,32.86355,Male_AllAges,22.0943717956543,34.486492,1.4710164191763742,Increase,0.5208115000000006,Strong growth,-4.706022288378888
709,Belarus,2027,33.428753,Male_AllAges,22.905107421875,34.486492,1.7198476731820067,Increase,0.42634700000000336,Mild growth,-3.067111030022996
718,Belarus,2028,33.716244,Male_AllAges,23.730450897216798,34.486492,0.8600111407087274,Stable,0.30418849999999864,Mild growth,-2.2334773858703727
727,Belarus,2029,34.03713,Male_AllAges,24.570402221679686,34.486492,0.9517252277566612,Stable,,,-1.3030087258512715
656,Belarus,2021,34.486492,Male_Over18,8.006668090820312,34.486492,,First Year,,,0.0
665,Belarus,2022,33.12777,Male_Over18,8.330137481689453,34.486492,-3.9398672384538314,Declining,-1.2299159999999993,Sharp decline,-3.939867238453828
674,Belarus,2023,32.02666,Male_Over18,8.660012207031249,34.486492,-3.3238277131240612,Declining,-0.6910039999999995,Sharp decline,-7.132740552445864
683,Belarus,2024,31.745762,Male_Over18,8.996292266845703,34.486492,-0.8770755364437055,Stable,0.1802349999999997,Mild growth,-7.947256566426065
692,Belarus,2025,32.38713,Male_Over18,9.338977661132814,34.486492,2.0203263667131433,Increase,0.5588939999999987,Strong growth,-6.087490719554774
701,Belarus,2026,32.86355,Male_Over18,9.688068389892578,34.486492,1.4710164191763742,Increase,0.5208115000000006,Strong growth,-4.706022288378888
710,Belarus,2027,33.428753,Male_Over18,10.043564453125,34.486492,1.7198476731820067,Increase,0.42634700000000336,Mild growth,-3.067111030022996
719,Belarus,2028,33.716244,Male_Over18,10.405465850830078,34.486492,0.8600111407087274,Stable,0.30418849999999864,Mild growth,-2.2334773858703727
728,Belarus,2029,34.03713,Male_Over18,10.77377258300781,34.486492,0.9517252277566612,Stable,,,-1.3030087258512715
